num_single_quote_error,num_spacing_error,num_social_media_handles,num_urls_text,num_twitter_post_urls,number_of_hastags,num_of_absence_of_space_after_sentence_completion,num_capitalized_words,num_of_absence_capitalization_after_full_stop,num_of_words_of_pattern_2017word,num_mispelled_words,label
5,2,0,0,0,0,12,2,0,0,17,0
0,19,0,0,0,0,0,4,2,0,0,1
0,4,0,0,0,0,3,7,1,0,21,1
4,3,0,0,0,0,0,3,0,0,4,1
0,1,0,0,0,0,0,1,1,0,2,1
5,0,0,0,0,0,3,4,0,0,11,0
0,2,0,0,0,0,1,5,2,0,8,1
0,2,0,0,0,0,0,3,0,0,1,1
9,13,0,0,0,0,7,11,0,0,5,0
3,3,0,0,0,0,0,2,0,0,1,1
2,3,0,0,0,0,0,1,0,0,5,1
1,5,1,0,1,4,6,9,5,1,7,0
10,9,0,0,0,0,12,5,0,0,14,0
3,11,0,0,0,0,3,5,0,0,2,0
5,5,0,0,0,0,0,4,1,0,12,1
4,7,0,0,0,0,3,2,0,0,16,0
2,2,0,0,0,0,1,1,0,0,2,1
4,27,2,0,1,1,4,5,2,1,13,0
4,5,0,0,0,0,0,1,1,0,3,1
6,11,0,0,0,0,3,6,0,0,7,0
2,5,0,0,0,0,3,2,0,0,2,0
2,1,0,1,0,0,1,4,2,0,3,0
8,3,0,1,0,0,2,5,4,0,10,0
0,6,0,0,0,0,4,3,1,0,8,1
5,9,0,0,0,0,7,5,0,0,14,0
1,4,0,0,0,0,0,2,0,0,3,1
9,24,0,0,0,0,56,55,3,0,36,0
2,11,0,0,0,0,3,4,0,0,12,0
34,51,5,1,1,0,31,31,13,3,72,0
6,26,0,0,0,0,0,10,7,0,6,1
1,1,0,0,0,0,0,1,0,0,0,1
4,3,0,0,0,0,5,2,0,0,21,0
7,2,0,0,0,0,3,5,1,0,10,0
2,20,0,0,0,0,0,4,0,0,23,1
0,2,0,0,0,0,1,1,0,0,2,1
9,32,1,1,0,0,9,21,4,0,29,0
3,13,0,1,0,0,5,1,2,0,5,0
5,14,0,0,0,0,2,7,1,0,7,1
0,1,0,0,0,0,0,2,0,0,0,1
4,4,0,0,0,0,0,1,0,0,3,1
0,1,0,0,0,0,0,2,0,0,2,1
0,1,0,0,0,0,2,4,5,0,3,1
0,3,0,0,0,0,3,3,0,0,12,1
0,3,0,0,0,0,0,3,0,0,4,1
0,8,0,0,0,0,4,5,0,0,13,1
4,16,0,0,0,0,6,2,0,0,13,0
0,2,0,0,0,0,1,4,1,0,1,1
0,2,0,0,0,0,0,5,1,0,11,1
0,1,0,0,0,0,1,2,0,0,2,1
5,23,0,2,0,0,20,2,5,0,30,0
4,4,0,0,0,0,3,3,0,0,2,0
3,14,0,0,0,0,0,8,0,0,4,1
0,1,0,0,0,0,2,8,3,1,16,1
13,12,0,0,0,0,0,9,5,0,7,1
9,23,1,2,0,1,12,5,13,1,15,0
0,2,0,0,0,0,0,2,1,0,3,1
2,6,0,0,0,0,1,3,0,0,10,0
0,1,2,0,1,2,1,1,2,0,4,0
0,1,0,0,0,0,0,1,0,0,1,1
2,23,0,0,0,0,7,24,2,1,8,0
1,4,0,0,0,0,0,3,0,0,4,1
3,6,0,0,0,0,3,2,0,0,8,0
14,23,0,0,0,0,0,3,0,0,11,1
0,7,0,0,0,0,2,13,3,0,27,1
6,2,0,0,0,0,7,6,0,0,13,0
4,6,0,0,0,0,8,1,2,0,7,0
3,0,0,0,0,0,0,1,0,0,5,0
0,3,0,0,0,0,1,9,1,0,23,1
0,2,0,0,0,0,0,0,0,0,0,0
44,58,0,0,0,0,34,35,6,0,45,0
0,1,0,0,0,0,3,7,0,0,7,1
6,4,0,0,0,0,6,12,0,0,19,0
5,20,0,0,0,0,0,1,0,0,19,1
13,8,0,0,0,0,3,3,0,0,8,0
0,3,1,0,1,0,3,10,3,0,7,0
0,2,0,0,0,0,1,4,2,0,10,1
1,1,0,0,0,0,0,3,0,0,1,0
0,2,0,0,0,0,0,1,0,0,3,1
0,3,0,0,0,0,2,3,0,0,22,1
0,2,0,0,0,0,0,0,0,0,0,0
14,18,5,3,1,0,12,4,5,0,29,0
5,14,0,0,0,0,12,13,6,0,20,0
2,4,0,1,0,0,7,10,4,0,12,0
15,22,1,0,1,0,4,3,3,1,6,0
3,11,3,1,0,1,4,1,1,3,18,0
6,13,1,0,0,0,10,8,0,0,14,0
3,7,0,0,0,0,1,1,0,2,4,0
6,14,0,0,0,0,8,5,7,0,24,0
42,256,0,0,0,0,130,79,23,0,253,0
1,1,0,0,0,0,0,1,0,0,1,1
8,26,0,0,0,0,0,3,0,0,8,1
0,13,0,0,0,0,6,20,1,0,36,1
9,9,0,0,0,0,5,3,0,0,11,0
4,7,0,0,0,0,19,4,1,0,7,0
4,9,0,0,0,0,8,6,2,0,18,0
8,7,0,1,0,0,5,3,3,0,18,0
4,3,0,0,0,0,6,4,0,0,5,0
58,99,0,0,0,0,44,41,8,0,116,0
18,45,2,0,0,1,30,58,17,0,67,0
0,1,0,0,0,0,0,1,0,0,1,1
1,2,0,0,0,0,0,1,0,0,0,1
0,10,0,0,0,0,2,10,5,0,5,1
8,7,0,0,0,0,9,6,0,0,8,0
13,35,0,0,0,0,0,13,0,0,30,1
5,12,0,0,0,0,5,11,1,0,13,1
0,4,0,0,0,0,0,3,0,0,2,1
7,1,0,0,0,0,4,2,0,0,6,0
0,16,0,0,0,0,4,12,7,0,24,1
3,8,0,0,0,0,5,0,0,0,15,0
0,6,0,0,0,0,3,10,4,0,11,1
3,10,0,0,0,0,0,2,1,0,23,1
1,1,0,0,0,0,0,0,0,0,0,0
6,3,0,0,0,0,6,1,0,0,8,0
1,14,2,1,0,0,4,10,2,1,9,0
0,7,0,0,0,0,12,6,1,0,17,1
8,1,1,0,0,1,2,3,0,0,10,0
9,11,0,0,0,0,2,13,0,0,11,1
1,9,0,0,0,0,6,4,1,0,9,0
0,1,0,0,0,0,4,3,2,0,0,1
5,4,0,0,0,0,9,3,0,0,13,0
0,10,0,0,0,0,1,6,2,0,5,1
12,29,2,0,1,0,8,54,2,1,43,0
0,5,0,0,0,0,1,1,0,0,8,1
11,7,0,0,0,0,4,0,0,0,3,0
3,3,0,0,0,0,0,1,0,0,2,1
0,2,0,0,0,0,4,9,5,0,14,1
7,10,0,0,0,0,0,7,3,0,6,1
19,19,0,0,0,0,7,3,1,0,22,0
2,8,0,0,0,0,2,26,0,0,16,0
3,10,0,0,0,0,0,3,0,0,9,1
7,4,0,0,0,0,3,1,0,0,9,0
9,12,0,1,0,0,5,3,3,0,12,0
2,15,0,0,0,0,5,2,0,0,12,0
8,26,0,0,0,0,0,15,0,0,38,1
8,3,0,0,0,0,2,3,0,0,11,0
8,27,30,1,1,3,10,8,4,16,62,0
3,1,0,0,0,0,0,4,0,0,2,1
4,2,2,1,0,1,5,3,1,0,6,0
4,1,0,0,0,0,5,2,1,0,5,0
8,1,0,0,0,0,4,1,0,0,11,0
5,16,0,0,0,0,14,19,6,0,26,0
0,29,0,0,0,0,6,6,0,0,26,1
22,16,0,0,0,0,8,3,0,0,15,0
8,28,0,0,0,0,1,8,0,0,27,1
8,15,15,1,2,2,8,13,6,0,42,0
6,17,0,0,0,0,9,7,1,0,27,0
0,10,0,0,0,0,7,19,10,0,21,1
7,15,0,0,0,0,12,7,1,0,12,0
1,1,0,0,0,0,0,0,0,0,0,0
2,2,0,0,0,0,0,1,0,0,2,1
4,8,0,0,0,0,1,10,5,0,15,1
3,3,1,1,0,0,5,3,2,0,4,0
8,9,9,0,0,0,10,13,0,9,26,0
0,2,0,0,0,0,0,2,0,0,1,1
10,0,0,0,0,0,6,2,0,0,13,0
2,16,0,0,0,0,5,4,1,0,5,0
12,18,0,0,0,0,6,1,0,0,12,0
7,38,0,0,0,0,5,21,1,0,38,0
6,19,1,0,0,0,14,33,0,0,22,0
4,18,0,0,0,0,0,4,0,0,29,1
0,3,0,0,0,0,2,6,1,0,9,1
11,6,0,0,0,0,9,3,0,0,6,0
6,13,0,0,0,0,11,5,0,0,11,0
3,7,0,0,0,0,0,2,0,0,8,0
14,34,0,0,0,0,35,4,0,2,24,0
9,23,1,2,0,1,12,5,13,1,15,0
3,29,0,0,0,0,4,8,1,0,15,0
0,6,0,0,0,0,4,7,4,0,9,1
6,23,0,0,0,0,7,18,3,0,16,0
0,17,0,0,0,0,0,30,16,0,46,1
2,4,0,0,0,0,0,3,0,0,7,1
5,4,0,0,0,0,1,1,1,0,3,1
14,34,1,0,0,1,11,3,1,0,25,0
0,12,0,0,0,0,8,13,3,0,14,1
0,2,0,0,0,0,0,8,3,0,8,1
0,1,0,0,0,0,0,2,0,0,0,1
0,1,0,0,0,0,1,2,0,0,1,1
0,1,0,0,0,0,1,2,1,0,0,1
14,16,0,0,0,0,13,39,1,0,28,0
0,1,0,0,0,0,0,2,0,0,2,1
2,9,0,0,0,0,5,1,0,0,7,0
6,6,0,0,0,0,8,10,1,0,22,0
0,1,0,0,0,0,0,4,2,0,1,1
5,15,0,0,0,0,1,3,0,0,24,1
1,0,0,0,0,0,0,1,0,0,1,0
3,14,4,0,0,0,7,3,0,4,9,0
9,0,0,0,0,0,6,1,0,2,7,0
0,5,0,0,0,0,9,10,7,0,16,1
10,11,1,1,0,0,38,18,6,0,31,0
5,9,5,0,1,0,5,4,6,5,33,0
1,6,0,0,0,0,0,5,2,0,0,1
1,1,0,0,0,0,0,2,0,0,1,1
0,22,0,0,0,0,3,4,0,0,15,1
5,30,32,1,1,7,11,6,3,18,53,0
0,10,0,0,0,0,6,4,2,0,9,1
0,2,0,0,0,0,0,2,1,0,0,1
2,1,0,0,0,0,0,4,1,0,3,1
0,2,0,0,0,0,5,8,2,0,13,1
2,21,0,0,0,0,0,2,0,0,8,1
7,11,0,0,0,0,6,1,1,0,14,0
8,41,41,0,3,2,6,19,8,22,54,0
7,18,0,0,0,0,0,2,0,0,21,1
3,14,6,1,1,1,7,25,3,3,18,0
0,2,0,0,0,0,0,0,0,0,4,1
0,2,0,0,0,0,0,1,0,0,3,1
1,12,0,0,0,0,6,11,6,0,5,0
2,2,0,0,0,0,0,5,0,0,12,1
0,5,0,3,0,0,7,2,3,0,7,0
19,7,0,0,0,0,7,10,1,0,12,0
2,5,0,0,0,0,0,1,0,0,4,1
0,8,0,0,0,0,2,7,3,0,41,1
14,56,0,0,0,0,12,8,0,0,18,0
7,14,0,0,0,0,0,5,0,0,15,1
0,8,0,0,0,0,2,0,0,0,3,1
9,9,23,0,1,1,11,4,2,0,30,0
5,38,1,0,0,0,6,33,0,0,20,0
0,4,0,0,0,0,1,20,1,0,19,1
0,2,0,0,0,0,1,2,1,0,0,1
13,6,1,0,1,0,14,5,2,0,18,0
3,3,1,0,0,0,3,9,0,0,1,0
5,1,0,0,0,0,0,10,6,0,28,1
0,2,0,0,0,0,2,4,1,0,8,1
0,1,0,0,0,0,1,4,2,0,2,1
0,6,0,0,0,0,0,9,6,0,3,1
3,6,0,0,0,0,4,7,0,0,15,0
5,19,0,0,0,0,4,10,1,0,15,1
14,12,0,0,0,0,4,33,0,0,20,0
6,8,0,2,0,0,5,12,4,0,12,0
0,6,0,0,0,0,1,5,1,0,2,1
2,8,0,0,0,0,2,3,1,0,6,0
0,2,0,0,0,0,3,1,0,0,1,1
13,5,1,0,1,0,4,4,3,1,7,0
7,26,0,0,0,0,14,7,1,0,22,0
2,4,0,0,0,0,0,25,0,0,3,0
11,11,0,0,0,0,17,50,1,0,30,0
16,28,0,0,0,0,1,12,0,0,34,1
6,16,0,0,0,0,4,2,0,0,9,0
0,9,0,0,0,0,1,18,3,0,10,1
2,3,0,0,0,0,14,2,0,0,20,0
16,5,0,0,0,0,7,3,3,0,26,0
8,6,0,0,0,0,11,3,0,0,16,0
3,6,0,0,0,0,0,1,0,0,5,1
2,5,0,0,0,0,0,2,0,0,1,1
3,8,0,0,0,0,9,2,1,0,14,0
3,10,0,0,0,0,0,4,1,0,11,1
2,2,1,0,0,0,1,5,0,0,0,0
10,10,0,0,0,0,3,0,0,0,5,0
0,16,0,0,0,0,0,10,6,0,7,1
3,4,0,0,0,0,5,7,1,0,10,0
0,20,0,0,0,0,10,3,1,0,21,1
8,23,0,0,0,0,6,6,0,0,6,0
4,4,0,0,0,0,2,9,0,0,15,0
11,36,1,0,0,0,4,11,0,0,13,0
6,15,0,1,0,0,7,4,2,0,15,0
4,7,0,0,0,0,6,4,0,0,10,0
4,10,0,0,0,0,5,2,0,0,8,0
9,10,1,0,0,0,5,4,0,0,15,0
5,15,1,1,0,0,9,1,1,0,17,0
6,6,0,0,0,0,14,3,0,0,18,0
0,1,0,0,0,0,0,1,0,0,3,1
0,3,0,0,0,0,2,1,0,0,5,0
0,3,0,0,0,0,0,0,0,0,0,0
18,54,0,0,0,0,16,29,1,0,17,0
5,4,0,0,0,0,7,2,0,0,8,0
3,8,0,0,0,0,7,15,1,0,15,0
10,13,1,0,0,0,5,1,0,0,37,0
0,3,0,0,0,0,0,1,0,0,0,1
0,0,0,1,0,0,1,0,1,0,0,0
8,13,3,0,1,0,4,0,2,0,10,0
18,14,0,0,0,0,8,10,1,0,25,0
1,2,0,0,0,0,3,1,0,0,6,1
0,1,0,0,0,0,5,12,5,0,16,1
6,21,0,0,0,1,14,5,2,0,21,0
0,1,0,0,0,0,0,0,0,0,1,0
1,8,0,0,0,0,0,3,0,0,13,1
9,2,0,0,0,0,4,4,1,0,11,0
2,1,0,0,0,0,0,0,0,0,0,0
9,14,0,0,0,0,1,4,0,0,7,0
14,13,0,0,0,0,0,20,0,0,41,1
11,30,0,0,0,0,0,4,0,0,55,1
7,2,0,0,0,0,5,4,2,0,12,0
6,25,0,0,0,0,1,16,1,0,37,1
8,28,0,0,0,0,10,3,0,0,17,0
9,22,28,1,2,1,14,11,7,10,34,0
1,28,0,0,0,0,2,6,1,0,34,1
2,9,0,0,0,0,0,1,0,0,21,1
0,3,0,0,0,0,0,6,3,0,21,1
0,6,0,0,0,0,3,8,4,0,11,1
5,9,4,1,1,0,5,6,5,0,16,0
22,9,0,0,0,0,0,3,0,0,17,0
14,20,8,3,5,4,22,2,15,6,29,0
12,60,0,0,0,0,8,1,0,0,14,0
2,3,0,0,0,0,3,1,0,0,19,1
4,4,1,0,0,0,6,5,0,0,16,0
0,2,0,0,0,0,0,4,0,0,5,1
2,9,0,0,0,0,0,10,4,0,5,1
3,7,0,0,0,0,1,4,3,0,8,1
4,8,0,0,0,0,1,6,0,0,25,1
9,5,0,0,0,0,2,8,0,0,15,0
7,14,0,0,0,0,4,6,1,0,10,0
1,1,0,0,0,0,0,1,0,0,1,1
5,2,0,0,0,0,9,3,0,0,7,0
11,21,0,0,0,0,0,3,1,0,16,1
10,49,0,0,0,0,1,2,0,1,24,1
11,23,0,0,0,0,0,2,0,0,32,1
1,3,0,0,0,0,0,1,0,0,0,1
9,6,0,0,0,0,4,4,0,0,6,0
7,10,0,0,0,0,4,3,1,0,8,0
4,14,0,0,0,0,4,9,0,0,37,1
4,0,0,1,0,0,4,3,3,0,4,0
0,3,1,0,0,0,1,12,0,0,6,0
0,2,0,0,0,0,1,2,1,0,3,1
0,2,0,0,0,0,2,7,3,0,21,1
6,6,2,4,0,0,9,0,4,0,7,0
11,5,0,0,0,0,4,6,0,0,7,0
11,17,0,0,0,0,1,2,0,0,17,1
0,3,0,0,0,0,0,4,2,1,0,1
0,3,0,0,0,0,0,1,0,0,7,1
2,11,1,0,0,0,13,20,5,0,29,0
18,2,0,0,0,0,3,8,0,0,18,0
3,1,0,0,0,1,0,0,0,0,3,0
10,5,0,0,0,0,4,4,0,0,8,0
12,11,0,0,0,0,3,7,0,1,15,0
7,14,0,0,0,2,13,5,10,0,30,0
5,1,0,0,0,0,3,1,0,0,7,0
14,20,0,0,0,0,0,6,0,0,26,1
9,7,0,0,0,0,5,2,0,0,22,0
0,7,0,0,0,0,3,15,3,0,17,1
8,22,0,0,0,0,5,22,0,0,26,0
5,9,0,0,0,0,10,4,0,0,11,0
3,3,0,0,0,0,12,1,0,0,9,0
5,27,0,0,0,0,0,15,0,0,18,1
2,7,0,0,0,0,3,5,0,0,6,0
0,1,0,0,0,0,0,1,0,0,1,1
3,8,9,0,0,1,0,4,0,5,19,0
0,2,0,0,0,0,0,0,0,0,0,0
0,7,0,0,0,0,2,2,0,0,14,1
12,14,0,0,0,0,0,8,0,0,19,1
23,29,23,5,1,1,13,10,10,0,49,0
0,3,0,0,0,0,0,0,0,0,1,0
0,5,0,0,0,0,1,3,1,0,8,1
5,17,0,0,0,0,2,8,0,0,14,0
0,1,0,0,0,0,2,2,0,0,1,1
2,15,0,0,0,0,0,2,1,0,5,1
6,27,0,0,0,0,0,3,0,0,18,1
23,42,0,0,0,0,11,8,0,0,20,0
8,3,0,0,0,0,5,2,0,0,6,0
5,6,6,0,0,0,11,4,0,5,15,0
6,2,0,0,0,0,0,0,0,0,1,0
0,10,0,0,0,0,0,3,0,0,7,1
11,7,0,0,0,0,11,4,0,0,9,0
4,10,7,0,5,3,7,25,13,3,25,0
3,2,1,1,1,0,3,12,4,0,17,0
0,2,0,0,0,0,2,8,2,0,16,1
0,3,0,0,0,0,2,6,1,0,22,1
0,1,0,0,0,0,1,3,1,0,3,1
0,5,0,0,0,0,6,5,0,0,4,1
8,11,0,0,0,0,8,4,0,0,23,0
2,4,0,0,0,0,0,1,0,0,1,1
1,7,0,0,0,0,0,3,0,0,12,1
0,12,0,0,0,0,4,8,0,0,10,1
9,16,1,0,1,0,7,19,3,3,35,0
7,5,0,0,0,0,5,1,0,0,16,0
0,1,0,0,0,0,8,3,1,0,13,1
0,10,0,0,0,0,3,17,5,0,17,1
19,10,0,0,0,0,13,4,0,0,25,0
9,44,0,0,0,0,12,21,1,0,35,0
5,3,3,0,2,0,2,5,6,0,10,0
6,11,6,1,0,0,5,2,6,0,34,0
39,52,0,0,0,0,36,6,0,0,97,0
17,17,0,0,0,0,0,7,1,0,9,1
0,4,0,0,0,0,1,3,1,0,8,1
4,8,1,0,0,0,19,35,1,0,36,0
5,8,0,0,0,0,5,0,1,0,13,0
0,5,0,0,0,0,4,2,0,0,15,1
9,6,0,0,0,0,5,2,1,0,10,0
5,12,0,0,0,0,4,2,0,0,11,0
8,17,0,0,0,0,1,9,0,0,25,1
3,2,0,0,0,0,8,1,0,0,4,0
0,1,0,0,0,0,5,13,0,0,28,1
0,1,0,0,0,0,2,5,1,0,4,1
4,7,0,0,0,0,1,5,0,0,6,1
1,2,3,1,1,2,5,7,5,0,9,0
6,4,0,0,0,0,5,9,0,0,20,0
4,10,0,0,0,0,0,12,0,0,14,1
2,6,0,0,0,0,11,9,1,0,18,0
2,9,0,0,0,0,4,3,0,0,13,0
0,1,0,0,0,0,4,7,3,0,4,1
0,1,0,0,0,0,0,1,0,0,0,1
0,1,0,0,0,0,1,6,0,0,8,1
33,71,0,0,0,0,23,26,2,0,63,0
0,4,0,0,0,0,2,11,3,0,9,1
13,2,0,0,0,0,10,9,0,0,15,0
3,1,0,0,0,0,0,1,0,0,1,0
1,5,0,0,0,0,0,4,1,0,10,1
0,2,0,0,0,0,1,3,1,0,1,1
10,23,0,0,0,0,2,3,0,0,24,1
0,1,0,0,0,0,0,3,0,0,0,1
2,3,0,0,0,0,0,2,0,0,8,1
0,3,0,0,0,0,2,2,1,0,4,1
6,7,0,0,0,0,5,7,0,0,19,0
4,10,3,0,0,0,3,4,2,1,8,0
0,5,0,0,0,0,0,3,2,0,6,1
4,1,0,0,0,0,0,5,0,0,12,1
7,37,0,0,0,0,3,17,8,0,32,1
14,8,2,0,0,0,6,2,0,0,14,0
3,1,1,0,0,0,2,3,0,0,3,0
10,11,3,2,0,0,3,5,2,2,23,0
0,24,0,0,0,0,2,20,11,0,21,1
2,6,0,0,0,0,2,4,0,0,16,0
2,8,0,1,0,0,2,3,1,0,7,0
6,1,0,0,0,0,8,1,0,0,3,0
15,5,0,0,0,0,7,9,0,0,26,0
12,25,0,0,0,0,9,7,4,0,29,0
4,29,0,0,0,0,3,6,2,0,8,1
0,2,0,0,0,0,1,10,5,1,2,1
0,3,0,0,0,0,0,2,0,0,4,1
18,13,2,0,1,1,6,1,2,0,23,0
23,74,0,0,0,0,48,23,0,0,52,0
3,6,5,1,1,2,3,2,4,0,9,0
1,4,0,0,0,0,0,1,0,0,1,1
14,12,0,0,0,0,3,4,0,0,7,0
8,19,0,0,0,0,3,5,0,0,5,0
7,37,0,0,0,0,3,1,0,0,30,0
10,60,1,0,0,0,14,14,5,0,22,0
2,1,0,0,0,0,2,2,1,0,7,1
9,12,1,0,1,0,7,18,3,1,14,0
0,11,0,0,0,0,0,5,4,0,2,1
6,13,0,0,0,0,8,2,0,0,13,0
6,6,0,0,0,0,11,12,2,0,7,0
1,2,0,0,0,0,2,0,0,0,4,0
5,12,0,0,0,0,0,3,0,0,24,1
0,2,0,0,0,0,3,7,7,0,25,1
4,21,0,1,0,0,6,3,2,0,15,0
12,17,1,0,0,0,21,19,1,0,27,0
5,8,0,0,0,0,6,16,0,0,23,1
2,8,0,0,0,0,3,1,0,0,9,0
2,11,0,0,0,0,4,4,0,0,1,0
0,3,3,0,0,0,3,7,2,0,5,1
0,7,0,0,0,0,5,8,0,0,9,1
8,9,1,0,0,0,4,6,0,0,7,0
2,15,1,0,0,0,6,13,3,0,8,0
10,15,0,0,0,0,10,1,0,0,11,0
6,2,0,0,0,0,4,3,0,0,7,0
7,7,0,0,0,0,2,8,0,0,25,0
2,7,0,0,0,0,3,7,0,0,11,0
21,57,1,0,0,0,8,21,0,0,27,0
0,1,0,0,0,0,2,4,0,0,1,1
0,2,0,0,0,0,3,6,1,0,6,1
0,2,0,0,0,0,0,0,0,0,0,0
3,11,0,0,0,0,3,5,0,0,2,0
6,4,0,0,0,0,4,0,0,0,7,0
3,6,0,0,0,0,0,4,1,0,13,1
0,2,0,0,0,0,1,2,0,0,1,1
0,1,0,0,0,0,2,2,1,0,11,1
4,19,0,0,0,0,2,3,0,0,21,0
4,7,0,2,0,0,4,0,5,0,7,0
2,12,0,0,0,0,1,8,4,0,17,1
5,13,11,1,0,0,11,3,2,5,14,0
10,38,1,0,0,0,22,34,0,0,46,0
10,5,1,0,1,0,1,10,3,1,6,0
11,24,0,0,0,0,3,2,3,0,20,1
0,3,0,0,0,0,1,2,0,0,13,1
4,3,0,1,0,0,3,0,2,0,9,0
4,9,0,1,0,0,3,15,2,0,16,0
13,8,1,1,0,2,12,4,2,0,24,0
6,17,21,1,0,3,7,8,1,0,24,0
9,18,0,0,0,0,3,4,2,0,19,1
8,26,0,0,0,0,14,2,0,0,20,0
13,52,1,0,0,0,16,46,8,0,61,0
0,10,0,0,0,0,2,4,3,0,10,1
17,11,1,0,0,0,6,4,0,1,16,0
15,29,0,0,0,0,15,17,1,2,28,0
8,18,0,0,0,0,5,3,1,0,12,0
16,2,0,0,0,0,4,4,0,0,14,0
1,23,0,0,0,0,4,6,4,0,14,1
1,1,0,0,0,0,0,2,0,0,2,1
14,19,1,1,0,0,5,1,2,0,24,0
0,1,0,0,0,0,1,2,0,0,1,1
4,13,0,0,0,0,0,1,0,0,25,1
0,1,0,0,0,0,1,1,0,0,0,1
0,2,0,0,0,0,6,11,0,0,8,1
6,11,0,0,0,1,4,2,0,0,18,0
11,2,0,0,0,0,7,0,0,0,11,0
4,10,0,0,0,0,3,13,0,0,18,0
1,6,0,0,0,0,10,0,1,0,4,0
1,11,0,0,0,0,12,3,1,0,15,0
7,19,0,0,0,0,1,6,0,0,23,1
0,1,0,0,0,0,3,8,3,0,13,1
2,14,0,0,0,0,1,15,3,0,6,1
10,1,0,0,0,0,2,3,0,0,26,1
1,5,1,0,0,0,1,10,0,0,5,0
0,7,0,0,0,0,1,5,0,0,11,1
9,3,0,1,0,0,4,4,1,0,16,0
0,1,0,0,0,0,0,2,0,0,0,1
3,2,0,0,0,0,0,0,0,0,1,0
5,20,8,2,1,9,11,5,5,7,38,0
9,5,0,0,0,0,6,1,0,0,8,0
0,4,0,0,0,0,3,6,1,0,4,1
4,6,0,0,0,0,6,2,0,0,4,0
0,5,0,0,0,0,0,4,1,0,5,1
3,16,0,0,0,0,0,4,1,0,12,1
6,8,0,0,0,0,5,2,0,0,8,0
3,2,0,0,0,0,1,2,0,0,3,1
0,2,0,0,0,0,3,4,0,0,4,1
10,6,0,0,0,0,5,12,1,0,17,0
4,3,0,0,0,0,28,0,0,0,25,0
0,2,0,0,0,0,0,2,0,0,1,1
0,2,0,0,0,0,1,3,0,0,2,1
1,22,0,0,0,0,2,3,0,0,8,0
3,5,0,0,0,0,3,1,0,0,1,0
0,3,0,0,0,0,1,8,3,0,7,1
0,3,0,0,0,0,3,6,3,0,5,1
0,1,0,0,0,0,1,3,1,0,5,1
2,2,0,0,0,0,5,3,0,1,3,0
0,2,0,0,0,0,2,4,2,0,0,1
12,7,0,0,0,0,4,2,0,0,18,0
17,14,0,1,0,0,4,2,1,0,10,0
0,2,0,0,0,0,0,4,0,0,10,1
3,5,0,0,0,0,0,1,0,0,18,1
13,5,0,0,0,0,10,0,0,0,6,0
10,13,11,2,0,0,6,0,2,0,30,0
7,22,0,0,0,0,12,11,2,0,25,0
2,8,1,0,0,0,2,9,0,0,2,0
1,5,0,0,0,0,6,0,0,0,8,0
9,17,13,2,0,0,9,1,3,11,36,0
0,5,0,0,0,0,2,6,0,0,10,1
9,15,2,0,0,0,8,1,1,0,13,0
4,8,0,0,0,0,5,3,0,1,10,0
9,12,0,0,0,0,8,5,3,0,3,0
4,5,0,0,0,0,1,17,6,0,14,1
6,11,1,1,0,0,4,16,2,1,7,0
12,19,0,0,0,0,6,4,0,0,11,0
0,5,0,0,0,0,1,2,0,0,11,1
2,6,5,0,0,0,9,19,0,3,20,0
0,3,0,0,0,0,3,5,0,0,7,1
3,1,0,0,0,0,0,1,0,0,8,1
7,18,6,1,4,2,5,4,11,0,18,0
0,4,0,0,0,0,2,0,0,0,1,1
6,10,0,0,0,0,7,6,0,0,9,0
13,29,0,0,0,0,11,10,1,0,23,0
5,13,0,0,0,0,1,6,1,0,13,1
2,1,0,0,0,0,0,2,0,0,4,1
13,27,16,0,1,0,5,7,3,11,49,0
0,4,0,0,0,0,1,3,1,0,5,1
7,23,2,0,1,2,6,3,3,1,18,0
2,30,0,0,0,0,3,3,0,0,8,0
8,8,0,0,0,0,7,3,0,0,18,0
0,3,0,0,0,0,7,16,6,0,18,1
3,28,0,0,0,0,0,8,0,0,32,1
2,1,0,0,0,0,5,3,0,0,9,0
1,6,2,1,2,2,7,4,7,1,15,0
9,15,0,0,0,0,16,2,1,0,8,0
8,5,1,0,1,0,9,3,4,0,6,0
12,25,1,0,0,0,3,0,0,0,19,0
6,13,0,0,0,0,3,4,2,0,9,0
0,2,0,0,0,0,2,8,7,0,20,1
12,9,0,0,0,0,2,4,0,0,17,0
5,22,0,0,0,0,0,5,0,0,9,1
17,18,0,0,0,0,0,7,5,0,61,1
5,10,0,0,0,0,9,3,5,0,11,0
0,1,0,0,0,0,1,3,1,0,5,1
0,1,0,0,0,0,3,2,0,0,13,1
2,5,0,1,0,0,4,0,1,0,11,0
3,8,0,0,0,0,0,1,0,0,8,1
5,6,4,0,4,5,5,2,9,0,22,0
0,3,0,0,0,0,0,4,0,0,0,1
0,7,0,0,0,1,0,3,0,0,13,1
11,27,0,0,0,0,6,1,0,0,4,0
5,7,0,0,0,0,7,8,6,0,6,0
39,55,0,0,0,1,19,31,0,0,73,0
0,2,0,0,0,0,0,2,0,0,2,1
0,3,0,0,0,0,4,4,4,0,9,1
0,1,1,0,1,0,5,1,5,0,1,0
2,5,0,0,0,0,1,3,0,0,10,0
7,8,0,0,0,0,9,0,0,0,5,0
35,166,0,1,0,0,33,74,5,0,153,0
4,20,0,0,0,0,5,6,3,0,3,0
